backend_monotonic_ms,command_position_deg,command_velocity_deg_s,target_position_deg,feedback_position_deg,feedback_velocity_deg_s,feedback_torque_Nm,feedback_sequence,feedback_age_ms,power_on,control_ready
53405409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53405988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53406981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407207,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53407991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,0,0
53408218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53408979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,-1,1,0
53409720,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,4,2,1,1
53409741,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,14,2,1,1
53409761,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,24,2,1,1
53409782,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,34,2,1,1
53409802,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,44,2,1,1
53409823,240.000168,0.000000,240.000168,240.000168,-1.888848,-0.009769,54,2,1,1
53409844,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,64,2,1,1
53409865,240.000168,0.000000,240.000168,240.000168,0.629689,-0.009769,74,2,1,1
53409885,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,84,1,1,1
53409906,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,94,2,1,1
53409927,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,104,2,1,1
53409947,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,114,2,1,1
53409968,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,124,2,1,1
53409989,240.000168,0.000000,240.000168,240.000168,-0.629689,-0.009769,134,2,1,1
